or,opt_time,pes_time,opt_minutes,pes_minutes,neighborhood,title,rent,bedrooms,pid,date,link,sqft,sourcepage,longitude,latitude,rent_sqft,region,index,price,commute
37.657389+-121.883217,3085.0,5493.0,51.416666666666664,91,dublin / pleasanton / livermore,"Affordable Two Bedroom Near Public Transportation, Shopping and Dining",1993.0,2.0,4559605860.0,2014-07-08,http://sfbay.craigslist.org/eby/apa/4559605860.html,824.0,http://sfbay.craigslist.org/apa/index500.html,-121.883217,37.657389,2.4186893203883497,sfbay,1569,1993,71
37.248055+-121.862899,4366.0,6756.0,72.76666666666667,112,san jose south,"Gorgeously remodeled 3 bedrooms, 2 baths",2750.0,3.0,4484065444.0,2014-05-28,http://sfbay.craigslist.org/sby/apa/4484065444.html,1158.0,http://sfbay.craigslist.org/apa/index2900.html,-121.862899,37.248055,2.3747841105354057,sfbay,1570,2750,92
37.639764+-122.055456,2642.0,4577.0,44.03333333333333,76,hayward / castro valley,2br-1.5ba w/a great sunset view & cozy fireplace for the evening chill,1895.0,2.0,4463045142.0,2014-05-13,http://sfbay.craigslist.org/eby/apa/4463045142.html,1060.0,http://sfbay.craigslist.org/apa/index2400.html,-122.055456,37.639764,1.7877358490566038,sfbay,1571,1895,60
37.780181+-122.409709,656.0,1670.0,10.933333333333334,27,SOMA / south beach,Studio Apartment Available! Top Floor Apartment!,2901.0,NA,4516117063.0,2014-06-11,http://sfbay.craigslist.org/sfc/apa/4516117063.html,505.0,http://sfbay.craigslist.org/apa/index900.html,-122.409709,37.780181,5.744554455445544,sfbay,1572,2901,18
37.780181+-122.409709,656.0,1670.0,10.933333333333334,27,SOMA / south beach,One Bedroom Apartment Available in July!,2648.0,1.0,4474869024.0,2014-05-17,http://sfbay.craigslist.org/sfc/apa/4474869024.html,453.0,http://sfbay.craigslist.org/apa/index1900.html,-122.409709,37.780181,5.845474613686534,sfbay,1787,2648,18
37.780181+-122.409709,656.0,1670.0,10.933333333333334,27,SOMA / south beach,One Bedroom Available! Close to Union Square!,2519.0,1.0,4549784926.0,2014-07-02,http://sfbay.craigslist.org/sfc/apa/4549784926.html,450.0,http://sfbay.craigslist.org/apa/index2600.html,-122.409709,37.780181,5.597777777777778,sfbay,1798,2519,18
37.377387+-122.059736,3172.0,5063.0,52.86666666666667,84,mountain view,No Upstairs Neighbors,2365.0,2.0,4538690147.0,2014-06-25,http://sfbay.craigslist.org/sby/apa/4538690147.html,874.0,http://sfbay.craigslist.org/apa/index1700.html,-122.05973600000002,37.377387,2.705949656750572,sfbay,1573,2365,68
37.012183+-121.594007,5474.0,7306.0,91.23333333333333,121,gilroy,Fantastic 1BR/1BA Home Available in a Great Gilroy Community,1690.0,1.0,4515400148.0,2014-06-11,http://sfbay.craigslist.org/sby/apa/4515400148.html,700.0,http://sfbay.craigslist.org/apa/index2800.html,-121.594007,37.012183,2.414285714285714,sfbay,1574,1690,106
37.404447+-122.115821,3220.0,4964.0,53.666666666666664,82,mountain view,"Best location in Mtn View Walk to Facebook Shuttle, great amenties",2245.0,1.0,4509186959.0,2014-06-07,http://sfbay.craigslist.org/pen/apa/4509186959.html,705.0,http://sfbay.craigslist.org/apa/index1400.html,-122.115821,37.404447,3.1843971631205674,sfbay,1577,2245,67
37.404447+-122.115821,3220.0,4964.0,53.666666666666664,82,mountain view,"GE appliances, dbl pane windows, fitness center, lush landscaping",2395.0,1.0,4558831696.0,2014-07-08,http://sfbay.craigslist.org/pen/apa/4558831696.html,705.0,http://sfbay.craigslist.org/apa/index2400.html,-122.115821,37.404447,3.397163120567376,sfbay,1977,2395,67
37.547367+-122.31431,2109.0,3392.0,35.15,56,san mateo,San Mateo Newly Remodeled Top Floor Unit,3500.0,2.0,4527669247.0,2014-06-18,http://sfbay.craigslist.org/pen/apa/4527669247.html,1400.0,http://sfbay.craigslist.org/apa/index200.html,-122.31431,37.547367,2.5,sfbay,1578,3500,45
37.251543+-121.814743,4394.0,6272.0,73.23333333333333,104,san jose south,"Open Layouts, Large Fitness Room",1495.0,1.0,4515345489.0,2014-06-11,http://sfbay.craigslist.org/sby/apa/4515345489.html,586.0,http://sfbay.craigslist.org/apa/index2800.html,-121.81474300000001,37.251543,2.551194539249147,sfbay,1579,1495,88
37.999021+-121.837367,3417.0,5839.0,56.95,97,pittsburg / antioch,2BD 1BTH 2800 Gentrytown Dr $1035,1035.0,2.0,4536631308.0,2014-06-24,http://sfbay.craigslist.org/eby/apa/4536631308.html,790.0,http://sfbay.craigslist.org/apa/index2500.html,-121.837367,37.999021,1.3101265822784811,sfbay,1584,1035,76
37.384733+-122.032164,3277.0,5246.0,54.61666666666667,87,sunnyvale,Get more for less! We have Everything But You!,2445.0,2.0,4478234248.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478234248.html,851.0,http://sfbay.craigslist.org/apa/index1800.html,-122.032164,37.384733,2.873090481786134,sfbay,1585,2445,70
37.408687+-121.937513,3671.0,5769.0,61.18333333333333,96,san jose north,The Time Is Now! New Specials Added This Weekend! One Month Free!,3115.0,2.0,4533600741.0,2014-06-22,http://sfbay.craigslist.org/sby/apa/4533600741.html,1108.0,http://sfbay.craigslist.org/apa/index800.html,-121.937513,37.408687,2.8113718411552346,sfbay,1586,3115,78
37.726129+-122.139176,2045.0,3992.0,34.083333333333336,66,san leandro,COME TO A LARGE FULLY REMODELED PEACEFUL PLACE~WITH DUAL PATIO/BALCONY,1775.0,1.0,4540852827.0,2014-07-03,http://sfbay.craigslist.org/eby/apa/4540852827.html,800.0,http://sfbay.craigslist.org/apa/index2300.html,-122.139176,37.726129,2.21875,sfbay,1587,1775,50
37.726129+-122.139176,2045.0,3992.0,34.083333333333336,66,san leandro,SPACIOUS 1BR 1BATH BEAUTIFUL UPGRADES NEW WINDOWS AND LAMINATE FLOORS!,1775.0,1.0,4531876456.0,2014-06-21,http://sfbay.craigslist.org/eby/apa/4531876456.html,800.0,http://sfbay.craigslist.org/apa/index1600.html,-122.139176,37.726129,2.21875,sfbay,1811,1775,50
37.734293+-122.464478,1525.0,2572.0,25.416666666666668,42,west portal / forest hill,"Colonial-Style 5 BR, two level home in prestigious St. Francis Wood",1e4,5.0,4500598933.0,2014-06-11,http://sfbay.craigslist.org/sfc/apa/4500598933.html,3900.0,http://sfbay.craigslist.org/apa/index500.html,-122.464478,37.734293,2.5641025641025643,sfbay,1589,10000,33
37.318929+-121.943564,3606.0,5264.0,60.1,87,san jose west,New townhouse next to Santana Row,3800.0,3.0,4562971932.0,2014-07-10,http://sfbay.craigslist.org/sby/apa/4562971932.html,1510.0,http://sfbay.craigslist.org/apa/index800.html,-121.943564,37.318929,2.5165562913907285,sfbay,1590,3800,73
37.557098+-121.966095,3172.0,5394.0,52.86666666666667,89,fremont / union city / newark,Why Commute? Comfort and Convenience available soon!!,1860.0,1.0,4554305106.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554305106.html,747.0,http://sfbay.craigslist.org/apa/index1000.html,-121.966095,37.557098,2.4899598393574296,sfbay,1592,1860,70
37.983755+-122.591753,2589.0,4711.0,43.15,78,fairfax,Great Community; Steps from Downtown Fairfax,2100.0,2.0,4505475466.0,2014-06-16,http://sfbay.craigslist.org/nby/apa/4505475466.html,900.0,http://sfbay.craigslist.org/apa/index2500.html,-122.591753,37.983755,2.3333333333333335,sfbay,1593,2100,60
37.366681+-121.900624,4039.0,5644.0,67.31666666666666,94,san jose north,	3 Bdr Nice Single Wide Mobile Homes In Mobile Home Park,1595.0,3.0,4466631030.0,2014-05-14,http://sfbay.craigslist.org/sby/apa/4466631030.html,450.0,http://sfbay.craigslist.org/apa/index2200.html,-121.900624,37.366681,3.5444444444444443,sfbay,1594,1595,80
37.329741+-121.886966,3933.0,6215.0,65.55,103,san jose downtown,Luxury Living - 360 Views,4517.0,3.0,4512251985.0,2014-06-22,http://sfbay.craigslist.org/sby/apa/4512251985.html,1778.0,http://sfbay.craigslist.org/apa/index1400.html,-121.886966,37.329741,2.5404949381327335,sfbay,1595,4517,84
37.262339+-121.944551,3820.0,6083.0,63.666666666666664,101,campbell,"REMODELED UNIT - A/C, D/W, Double Pane Windows",1750.0,1.0,4460777592.0,2014-05-30,http://sfbay.craigslist.org/sby/apa/4460777592.html,850.0,http://sfbay.craigslist.org/apa/index2700.html,-121.944551,37.262339,2.0588235294117645,sfbay,1599,1750,82
36.97825+-122.032674,5389.0,7502.0,89.81666666666666,125,santa cruz,~Beautiful Home with Views on Upper Westside~,3600.0,4.0,4537037393.0,2014-06-24,http://sfbay.craigslist.org/scz/apa/4537037393.html,2465.0,http://sfbay.craigslist.org/apa/index1600.html,-122.032674,36.97825,1.460446247464503,sfbay,1600,3600,107
37.707435+-121.88758,2994.0,5613.0,49.9,93,dublin / pleasanton / livermore,Get Your Own Free Assigned Parking Space!,2600.0,2.0,4481367593.0,2014-05-21,http://sfbay.craigslist.org/eby/apa/4481367593.html,1007.0,http://sfbay.craigslist.org/apa/index2800.html,-121.88758,37.707435,2.5819265143992056,sfbay,1601,2600,71
37.681664+-121.774306,3474.0,6558.0,57.9,109,dublin / pleasanton / livermore,Renovated 2BR/2BA at Mill Springs Park Apartments! Waitlist Only,2255.0,2.0,4531958622.0,2014-06-21,http://sfbay.craigslist.org/eby/apa/4531958622.html,896.0,http://sfbay.craigslist.org/apa/index1300.html,-121.774306,37.68166400000001,2.5167410714285716,sfbay,1603,2255,83
37.775277+-122.454643,1015.0,2137.0,16.916666666666668,35,alamo square / nopa,*****Open House Saturday - Large remodeled 1BR across from GG Park,2995.0,1.0,4541761677.0,2014-06-27,http://sfbay.craigslist.org/sfc/apa/4541761677.html,800.0,http://sfbay.craigslist.org/apa/index2800.html,-122.454643,37.775277,3.74375,sfbay,1604,2995,25
37.322052+-121.915219,3812.0,5609.0,63.53333333333333,93,san jose west,"1BR/1BA Cottage at 368 Page St, Near San Carlos & Meridian",1750.0,1.0,4519614515.0,2014-06-16,http://sfbay.craigslist.org/sby/apa/4519614515.html,750.0,http://sfbay.craigslist.org/apa/index3700.html,-121.915219,37.322052,2.3333333333333335,sfbay,1606,1750,78
37.433576+-121.869919,3524.0,5828.0,58.733333333333334,97,milpitas,Beautiful remodelled Studio in Foothills,1500.0,1.0,4535490098.0,2014-06-23,http://sfbay.craigslist.org/sby/apa/4535490098.html,320.0,http://sfbay.craigslist.org/apa/index1000.html,-121.869919,37.433576,4.6875,sfbay,1610,1500,77
37.720229+-122.145076,2119.0,4059.0,35.31666666666667,67,san leandro,Safe & Spacious Home w/ Big Yard & Garage! New Hardwood & Appliances,2095.0,2.0,4540857814.0,2014-06-28,http://sfbay.craigslist.org/eby/apa/4540857814.html,1350.0,http://sfbay.craigslist.org/apa/index100.html,-122.145076,37.720229,1.5518518518518518,sfbay,1611,2095,51
37.389606+-121.863833,3544.0,5889.0,59.06666666666667,98,san jose north,Tour Today ! Great Location !,1963.0,1.0,4555527512.0,2014-07-06,http://sfbay.craigslist.org/sby/apa/4555527512.html,640.0,http://sfbay.craigslist.org/apa/index1200.html,-121.863833,37.389606,3.0671875,sfbay,1612,1963,78
37.753926+-122.390801,1132.0,2363.0,18.866666666666667,39,potrero hill,Modern and Spacious Millwheel South 3BR/2BA in the Dogpatch,6e3,3.0,4525092554.0,2014-06-20,http://sfbay.craigslist.org/sfc/apa/4525092554.html,1450.0,http://sfbay.craigslist.org/apa/index2800.html,-122.390801,37.753926,4.137931034482759,sfbay,1614,6000,28
37.975327+-122.035189,2815.0,4971.0,46.916666666666664,82,concord / pleasant hill / martinez,A Retreat You Can Call Home! Great Community! Great Location!,2620.0,2.0,4550037563.0,2014-07-02,http://sfbay.craigslist.org/eby/apa/4550037563.html,1192.0,http://sfbay.craigslist.org/apa/index1400.html,-122.035189,37.975327,2.197986577181208,sfbay,1615,2620,64
37.773167+-122.396669,843.0,1825.0,14.05,30,SOMA / south beach,Roomy and Sunny 1 bedroom,3410.0,1.0,4554188581.0,2014-07-05,http://sfbay.craigslist.org/sfc/apa/4554188581.html,880.0,http://sfbay.craigslist.org/apa/index1400.html,-122.396669,37.773167,3.875,sfbay,1617,3410,22
37.966446+-122.021649,2857.0,5333.0,47.61666666666667,88,concord / pleasant hill / martinez,"3 bedroom / 2 bath Rancher $3,000.00 per month",3e3,3.0,4521815421.0,2014-07-02,http://sfbay.craigslist.org/eby/apa/4521815421.html,1700.0,http://sfbay.craigslist.org/apa/index1000.html,-122.021649,37.96644600000001,1.7647058823529411,sfbay,1618,3000,67
37.789568+-122.413425,426.0,1075.0,7.1,17,nob hill,FINALLY a studio NOT in the Tenderloin!!Quiet EFFICIENCY studio,1795.0,NA,4550340115.0,2014-07-02,http://sfbay.craigslist.org/sfc/apa/4550340115.html,280.0,http://sfbay.craigslist.org/apa/index1000.html,-122.413425,37.789568,6.410714285714286,sfbay,1619,1795,12
37.3163+-121.9356,3621.0,5448.0,60.35,90,san jose west,Pet-Friendly One-Bedroom Home in Park-Like Setting,1672.0,1.0,4549698564.0,2014-07-02,http://sfbay.craigslist.org/sby/apa/4549698564.html,605.0,http://sfbay.craigslist.org/apa/index2600.html,-121.9356,37.3163,2.7636363636363637,sfbay,1675,1672,75
37.3163+-121.9356,3621.0,5448.0,60.35,90,san jose west,1 Bedroom Cottage with private entrance Near Santana Row,1200.0,1.0,4516043159.0,2014-06-14,http://sfbay.craigslist.org/sby/apa/4516043159.html,700.0,http://sfbay.craigslist.org/apa/index1900.html,-121.9356,37.3163,1.7142857142857142,sfbay,1769,1200,75
37.3163+-121.9356,3621.0,5448.0,60.35,90,san jose west,Beautiful Fully Furnished Loft Santana Row w/Balcony Prime Location,4300.0,2.0,4558125063.0,2014-07-08,http://sfbay.craigslist.org/sby/apa/4558125063.html,1200.0,http://sfbay.craigslist.org/apa/index3400.html,-121.9356,37.3163,3.5833333333333335,sfbay,1823,4300,75
37.3163+-121.9356,3621.0,5448.0,60.35,90,san jose west,CONTEMPORARY 3x2 APARTMENT WITH GORGEOUS VIEW!,4775.0,3.0,4489157803.0,2014-05-26,http://sfbay.craigslist.org/sby/apa/4489157803.html,1457.0,http://sfbay.craigslist.org/apa/index800.html,-121.9356,37.3163,3.2772820864790666,sfbay,1852,4775,75
37.388231+-122.018666,3279.0,5255.0,54.65,87,sunnyvale,"Beautiful Single Family Home,Great location /Quiet Neighborhood/Wood F",3400.0,3.0,4494321570.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494321570.html,1650.0,http://sfbay.craigslist.org/apa/index2200.html,-122.018666,37.388231,2.0606060606060606,sfbay,1622,3400,70
37.3983+-122.0006,3362.0,5313.0,56.03333333333333,88,sunnyvale,Cozy 1Bed/1Bath Apartment Available Now! $99 Deposit Special*,2020.0,1.0,4477858766.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4477858766.html,580.0,http://sfbay.craigslist.org/apa/index2900.html,-122.0006,37.3983,3.4827586206896552,sfbay,1623,2020,72
37.3983+-122.0006,3362.0,5313.0,56.03333333333333,88,sunnyvale,"Townhouse w/home office area, kitchen island, 1336 sq. ft.",3515.0,2.0,4492489743.0,2014-05-28,http://sfbay.craigslist.org/sby/apa/4492489743.html,1336.0,http://sfbay.craigslist.org/apa/index2100.html,-122.0006,37.3983,2.6309880239520957,sfbay,1848,3515,72
37.358041+-122.00637,3623.0,5700.0,60.38333333333333,95,sunnyvale,"3Bed/2Bath Completely Remodeled Executive House, Ponderosa Park",3600.0,3.0,4530599123.0,2014-06-20,http://sfbay.craigslist.org/sby/apa/4530599123.html,1550.0,http://sfbay.craigslist.org/apa/index1600.html,-122.00637,37.358041,2.3225806451612905,sfbay,1624,3600,77
37.336163+-122.03197,3255.0,4882.0,54.25,81,cupertino,"2b/2b--Condo style--Private garage--W/d, Cupertino schools!",2900.0,2.0,4468524367.0,2014-05-13,http://sfbay.craigslist.org/sby/apa/4468524367.html,957.0,http://sfbay.craigslist.org/apa/index1700.html,-122.03197,37.336163,3.0303030303030303,sfbay,1625,2900,67
38.131329+-122.241847,3193.0,5294.0,53.21666666666667,88,vallejo / benicia,"Large 2/1.5 Three story Townhouse, Two Car Garage",1300.0,2.0,4525341938.0,2014-07-10,http://sfbay.craigslist.org/eby/apa/4525341938.html,1131.0,http://sfbay.craigslist.org/apa/index600.html,-122.241847,38.131329,1.1494252873563218,sfbay,1626,1300,70
37.560619+-121.978197,3031.0,5190.0,50.516666666666666,86,fremont / union city / newark,Wake Up To Views Of The Hills & Walk To BART... @ Watermark Place,2188.0,1.0,4560444497.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4560444497.html,854.0,http://sfbay.craigslist.org/apa/index2800.html,-121.978197,37.560619,2.5620608899297426,sfbay,1628,2188,68
37.55669+-121.966438,3163.0,5387.0,52.71666666666667,89,fremont / union city / newark,Stunning 2 bedrooms available now! Near BART! Dont Miss Out!,2275.0,2.0,4554576312.0,2014-07-05,http://sfbay.craigslist.org/eby/apa/4554576312.html,1065.0,http://sfbay.craigslist.org/apa/index400.html,-121.96643799999998,37.55669,2.136150234741784,sfbay,1629,2275,70
37.513097+-122.299279,2284.0,3536.0,38.06666666666667,58,belmont,Lovely updated Belmont 3br/2bath. Ez access 101/92 & top-rated schools,5200.0,3.0,4519737021.0,2014-06-13,http://sfbay.craigslist.org/pen/apa/4519737021.html,1900.0,http://sfbay.craigslist.org/apa/index100.html,-122.299279,37.513097,2.736842105263158,sfbay,1630,5200,48
37.513097+-122.299279,2284.0,3536.0,38.06666666666667,58,belmont,Lovely updated Belmont 3br/2bath. Ez access 101/280/92 great schools,5200.0,3.0,4533435863.0,2014-06-22,http://sfbay.craigslist.org/pen/apa/4533435863.html,1900.0,http://sfbay.craigslist.org/apa/index1100.html,-122.299279,37.513097,2.736842105263158,sfbay,1894,5200,48
37.366541+-122.002006,3539.0,5638.0,58.983333333333334,93,sunnyvale,Spacious 1 Bedroom Ready for Move In Today! $99 Deposit Specials,2649.0,1.0,4478351276.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478351276.html,869.0,http://sfbay.craigslist.org/apa/index1400.html,-122.002006,37.366541,3.048331415420023,sfbay,1631,2649,75
37.366541+-122.002006,3539.0,5638.0,58.983333333333334,93,sunnyvale,Pre-Lease Today And Move July 20th! Renovated 2Bed/2Bath w/ W&D!,3173.0,2.0,4551550868.0,2014-07-03,http://sfbay.craigslist.org/sby/apa/4551550868.html,1198.0,http://sfbay.craigslist.org/apa/index1800.html,-122.002006,37.366541,2.6485809682804673,sfbay,1681,3173,75
37.33687+-122.032205,3219.0,4818.0,53.65,80,cupertino,"June Move In, 2 Bedroom Ready For Summer",2900.0,2.0,4501251419.0,2014-06-15,http://sfbay.craigslist.org/sby/apa/4501251419.html,957.0,http://sfbay.craigslist.org/apa/index500.html,-122.032205,37.33687000000001,3.0303030303030303,sfbay,1633,2900,66
37.279209+-121.874106,4305.0,6457.0,71.75,107,san jose south,Want the perfect 2BR & 2BA?  Come Visit Us!,2480.0,2.0,4565514983.0,2014-07-12,http://sfbay.craigslist.org/sby/apa/4565514983.html,1131.0,http://sfbay.craigslist.org/apa/index1900.html,-121.874106,37.279209,2.1927497789566757,sfbay,1634,2480,89
38.008813+-121.87306,3334.0,5781.0,55.56666666666667,96,pittsburg / antioch,"Spacious, Great Contra Costa Location, Fitness Center and Pool",1680.0,2.0,4491252565.0,2014-05-27,http://sfbay.craigslist.org/eby/apa/4491252565.html,881.0,http://sfbay.craigslist.org/apa/index1200.html,-121.87306,38.008813,1.9069239500567536,sfbay,1635,1680,75
38.008813+-121.87306,3334.0,5781.0,55.56666666666667,96,pittsburg / antioch,"Great Location, Gas Stove, Stainless Steel Appliances, Wood Floors",1375.0,1.0,4560500005.0,2014-07-09,http://sfbay.craigslist.org/eby/apa/4560500005.html,619.0,http://sfbay.craigslist.org/apa/index2700.html,-121.87306,38.008813,2.221324717285945,sfbay,1665,1375,75
37.675992+-122.104954,2367.0,4345.0,39.45,72,hayward / castro valley,Large 3 bedroom Triplex,2200.0,3.0,4451422287.0,2014-05-14,http://sfbay.craigslist.org/eby/apa/4451422287.html,2050.0,http://sfbay.craigslist.org/apa/index1100.html,-122.104954,37.675992,1.0731707317073171,sfbay,1636,2200,55
36.968444+-122.031176,5384.0,7514.0,89.73333333333333,125,santa cruz,"Spacious, Clean, 9-Bdrom, Fabulous, Downtown Remodeled Victorian!",7495.0,8.0,4451738480.0,2014-05-15,http://sfbay.craigslist.org/scz/apa/4451738480.html,3e3,http://sfbay.craigslist.org/apa/index3400.html,-122.031176,36.968444,2.4983333333333335,sfbay,1637,7495,107
37.337745+-121.94053,3945.0,5616.0,65.75,93,santa clara,"Be a Hop, Skip, and a Latte Away from it All at Timberleaf!",2307.0,1.0,4525793551.0,2014-06-17,http://sfbay.craigslist.org/sby/apa/4525793551.html,700.0,http://sfbay.craigslist.org/apa/index400.html,-121.94053,37.337745,3.295714285714286,sfbay,1639,2307,79
37.389801+-122.085794,3231.0,5397.0,53.85,89,mountain view,Cool Air Conditioned Apartment,3621.0,2.0,4545359371.0,2014-06-29,http://sfbay.craigslist.org/sby/apa/4545359371.html,930.0,http://sfbay.craigslist.org/apa/index600.html,-122.085794,37.389801,3.893548387096774,sfbay,1640,3621,71
37.3066+-122.0002,3636.0,5439.0,60.6,90,san jose west,"AVAILABLE on July 5th,Master Bedroom W/Private Entry",1100.0,1.0,4549141525.0,2014-07-01,http://sfbay.craigslist.org/sby/apa/4549141525.html,270.0,http://sfbay.craigslist.org/apa/,-122.0002,37.3066,4.074074074074074,sfbay,1641,1100,75
37.3066+-122.0002,3636.0,5439.0,60.6,90,san jose west,"Gorgeous Apartment, Beautiful Landscape, Pool, Peaceful Location",2250.0,1.0,4478257912.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478257912.html,1150.0,http://sfbay.craigslist.org/apa/index1600.html,-122.0002,37.3066,1.9565217391304348,sfbay,1795,2250,75
38.011116+-121.885644,3288.0,5695.0,54.8,94,pittsburg / antioch,YOUR NEW HOME,1195.0,2.0,4530487724.0,2014-06-30,http://sfbay.craigslist.org/eby/apa/4530487724.html,918.0,http://sfbay.craigslist.org/apa/index2300.html,-121.885644,38.011116,1.301742919389978,sfbay,1645,1195,74
37.844105+-122.294054,1499.0,3170.0,24.983333333333334,52,emeryville,Relax You're Home Now!,1790.0,NA,4528601916.0,2014-06-19,http://sfbay.craigslist.org/eby/apa/4528601916.html,575.0,http://sfbay.craigslist.org/apa/index2000.html,-122.294054,37.844105,3.1130434782608694,sfbay,1646,1790,38
37.830672+-122.287073,1467.0,3124.0,24.45,52,emeryville,Prime Location and the Perfect Home,3310.0,2.0,4523337758.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4523337758.html,1225.0,http://sfbay.craigslist.org/apa/index2300.html,-122.287073,37.830672,2.7020408163265306,sfbay,1647,3310,38
37.1353+-121.6501,4953.0,6735.0,82.55,112,morgan hill,Great Neighborhood!!!,1950.0,3.0,4478466037.0,2014-05-19,http://sfbay.craigslist.org/sby/apa/4478466037.html,1235.0,http://sfbay.craigslist.org/apa/index1200.html,-121.6501,37.1353,1.5789473684210527,sfbay,1649,1950,97
37.662831+-121.866167,3294.0,5826.0,54.9,97,dublin / pleasanton / livermore,Spacious Townhome in Great Location at Pleasanton Glen!,2319.0,2.0,4477939224.0,2014-05-19,http://sfbay.craigslist.org/eby/apa/4477939224.html,1097.0,http://sfbay.craigslist.org/apa/index2900.html,-121.866167,37.662831,2.1139471285323608,sfbay,1651,2319,75
37.717725+-122.144129,2141.0,4118.0,35.68333333333333,68,san leandro,"Multiple 1 Bd apts available, different floorplans to choose from! B",1250.0,1.0,4472470647.0,2014-05-15,http://sfbay.craigslist.org/eby/apa/4472470647.html,550.0,http://sfbay.craigslist.org/apa/index400.html,-122.144129,37.717725,2.272727272727273,sfbay,1652,1250,51
38.34965+-122.722135,3724.0,5975.0,62.06666666666667,99,rohnert pk / cotati,"We Have What You Are Looking FOR! W/D, 24 Hour Gym and Pet Friendly!!!",2065.0,2.0,4520801477.0,2014-06-14,http://sfbay.craigslist.org/nby/apa/4520801477.html,1240.0,http://sfbay.craigslist.org/apa/index700.html,-122.722135,38.34965,1.6653225806451613,sfbay,1653,2065,80
38.063602+-122.536118,2343.0,4191.0,39.05,69,novato,Start The Spring Season Off With A Remodeled Apartment,1750.0,2.0,4504611514.0,2014-06-11,http://sfbay.craigslist.org/nby/apa/4504611514.html,880.0,http://sfbay.craigslist.org/apa/index1600.html,-122.536118,38.063602,1.9886363636363635,sfbay,1656,1750,54
37.5308+-121.9712,2996.0,5036.0,49.93333333333333,83,fremont / union city / newark,2BR/2BA Apartment - Fremont,2445.0,2.0,4524023892.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4524023892.html,1106.0,http://sfbay.craigslist.org/apa/index400.html,-121.9712,37.5308,2.2106690777576854,sfbay,1658,2445,66
37.784927+-122.435546,718.0,1710.0,11.966666666666667,28,lower pac hts,Studio with Hardwood Floors,2696.0,NA,4546623416.0,2014-06-30,http://sfbay.craigslist.org/sfc/apa/4546623416.html,475.0,http://sfbay.craigslist.org/apa/index1900.html,-122.435546,37.784927,5.675789473684211,sfbay,1659,2696,19
38.28416+-122.034352,3606.0,6314.0,60.1,105,fairfield / vacaville,Fabulous & Spacious 1 & 2 Bedrooms......,1023.0,2.0,4514181487.0,2014-06-10,http://sfbay.craigslist.org/eby/apa/4514181487.html,800.0,http://sfbay.craigslist.org/apa/index1400.html,-122.034352,38.28416,1.27875,sfbay,1660,1023,82
37.892958+-122.257791,2219.0,4404.0,36.983333333333334,73,berkeley north / hills,Charming Berkeley Hills 3-bdrm house,3200.0,3.0,4524268455.0,2014-06-16,http://sfbay.craigslist.org/eby/apa/4524268455.html,1750.0,http://sfbay.craigslist.org/apa/index100.html,-122.257791,37.892958,1.8285714285714285,sfbay,1662,3200,54
37.440826+-121.891315,3394.0,5643.0,56.56666666666667,94,milpitas,Lovely Milpitas Home,3400.0,4.0,4524063595.0,2014-06-16,http://sfbay.craigslist.org/sby/apa/4524063595.html,2200.0,http://sfbay.craigslist.org/apa/index400.html,-121.891315,37.440826,1.5454545454545454,sfbay,1663,3400,75
38.45379+-122.728572,4122.0,6470.0,68.7,107,santa rosa,Almost new custom home on dead end street,1765.0,2.0,4457123928.0,2014-05-18,http://sfbay.craigslist.org/nby/apa/4457123928.html,1360.0,http://sfbay.craigslist.org/apa/index1200.html,-122.728572,38.45379000000001,1.2977941176470589,sfbay,1668,1765,87
37.334563+-121.960486,3711.0,5538.0,61.85,92,santa clara,Beautifully Landscaped Park-like Atmosphere Surround This Two Bedroom,2692.0,2.0,4494941867.0,2014-05-29,http://sfbay.craigslist.org/sby/apa/4494941867.html,1120.0,http://sfbay.craigslist.org/apa/index600.html,-121.96048600000002,37.334563,2.4035714285714285,sfbay,1672,2692,76
37.334563+-121.960486,3711.0,5538.0,61.85,92,santa clara,A Retreat You Can Call Home! Great Community! Great Location!,2180.0,1.0,4531758778.0,2014-06-21,http://sfbay.craigslist.org/sby/apa/4531758778.html,825.0,http://sfbay.craigslist.org/apa/index1700.html,-121.96048600000002,37.334563,2.6424242424242426,sfbay,1817,2180,76
37.334563+-121.960486,3711.0,5538.0,61.85,92,santa clara,A Great Place To Call Home! Great Views!,2195.0,1.0,4551324318.0,2014-07-03,http://sfbay.craigslist.org/sby/apa/4551324318.html,825.0,http://sfbay.craigslist.org/apa/index2500.html,-121.96048600000002,37.334563,2.6606060606060606,sfbay,1867,2195,76
37.506406+-122.306586,2334.0,3555.0,38.9,59,belmont,Luxurious Belment Woods Home with Panaranic Views,8500.0,4.0,4490601773.0,2014-06-02,http://sfbay.craigslist.org/pen/apa/4490601773.html,2500.0,http://sfbay.craigslist.org/apa/index1000.html,-122.306586,37.506406,3.4,sfbay,1673,8500,48
